20
24
267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,267,268,269,270,271
307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,307,308,309,310,311
347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,347,348,349,350,351
387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,387,388,389,390,391
427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,427,428,429,430,431
467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,467,468,469,470,471
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,260,261,262,263,264,265,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,300,301,302,303,304,305,-1,-1,-1,-1,-1,-1,-1,-1,-1
