20
24
268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,268,269,270,271,272,
308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,308,309,310,311,312,
348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,348,349,350,351,352,
388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,388,389,390,391,392,
428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,428,429,430,431,432,
468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,468,469,470,471,472,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,261,262,263,264,265,266,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,301,302,303,304,305,306,0,0,0,0,0,0,0,0,0
